acc_x,acc_y,acc_z
0.141262,0.263370,9.909904
0.126897,0.268159,9.921875
0.136474,0.263370,9.905115
0.150839,0.280130,9.933846
0.122108,0.253793,9.905115
0.131685,0.270553,9.919480
0.143656,0.275342,9.917087
0.141262,0.265765,9.907509
0.129291,0.282524,9.902720
0.136474,0.268159,9.919480
0.138868,0.287313,9.909904
0.134079,0.268159,9.921875
0.136474,0.270553,9.905115
0.146051,0.275342,9.907509
0.146051,0.280130,9.912297
0.126897,0.287313,9.912297
0.134079,0.260976,9.926663
0.124502,0.268159,9.919480
0.138868,0.289707,9.921875
0.134079,0.287313,9.897932
0.158022,0.265765,9.917087
0.134079,0.270553,9.912297
0.134079,0.268159,9.909904
0.110137,0.270553,9.907509
0.150839,0.260976,9.912297
0.143656,0.272947,9.929058
0.124502,0.263370,9.900327
0.119714,0.289707,9.907509
0.129291,0.272947,9.924269
0.112531,0.258582,9.914692
0.134079,0.277736,9.917087
0.143656,0.277736,9.890749
0.129291,0.284919,9.917087
0.122108,0.256187,9.895537
0.131685,0.275342,9.907509
0.126897,0.272947,9.909904
0.141262,0.272947,9.921875
0.141262,0.275342,9.929058
0.119714,0.265765,9.905115
0.131685,0.272947,9.900327
0.131685,0.280130,9.931452
0.129291,0.256187,9.921875
0.126897,0.280130,9.914692
0.138868,0.263370,9.912297
0.146051,0.272947,9.919480
0.119714,0.277736,9.912297
0.129291,0.268159,9.909904
0.126897,0.289707,9.914692
0.122108,0.270553,9.909904
0.131685,0.263370,9.909904
0.124502,0.270553,9.914692
0.134079,0.268159,9.907509
0.136474,0.277736,9.931452
0.141262,0.263370,9.909904
0.138868,0.292102,9.912297
0.129291,0.270553,9.893144
0.143656,0.268159,9.917087
0.119714,0.241822,9.921875
0.124502,0.275342,9.941029
0.122108,0.280130,9.900327
0.126897,0.253793,9.905115
0.131685,0.263370,9.909904
0.124502,0.277736,9.917087
0.124502,0.268159,9.936240
0.131685,0.263370,9.912297
0.114925,0.304073,9.919480
-0.663214,5.607392,9.938635
-0.033520,1.853169,9.857229
-0.397450,3.323253,9.933846
-0.038308,3.093403,9.893144
0.148445,1.611347,10.261862
0.306467,1.168406,9.931452
0.608146,-1.005595,9.890749
0.833208,-1.417411,9.929058
0.502798,-1.901054,9.974549
0.287313,-2.255407,9.936240
0.090982,-2.396669,9.914692
-0.193936,-1.525153,9.998491
0.052674,0.134079,9.943423
0.122108,0.304073,9.914692
0.146051,0.330410,9.900327
0.126897,0.342381,9.917087
0.143656,0.320833,9.912297
0.129291,0.316044,9.919480
0.117319,0.308861,9.919480
0.129291,0.313650,9.919480
0.134079,0.311256,9.914692
0.124502,0.335198,9.921875
0.134079,0.335198,9.914692
0.138868,0.332804,9.931452
0.136474,0.335198,9.905115
0.136474,0.325621,9.938635
0.143656,0.316044,9.909904
0.126897,0.328016,9.921875
0.146051,0.323227,9.897932
0.126897,0.330410,9.902720
0.136474,0.328016,9.931452
0.138868,0.301679,9.917087
0.131685,0.328016,9.926663
0.138868,0.342381,9.919480
0.124502,0.320833,9.931452
0.131685,0.328016,9.890749
0.136474,0.330410,9.933846
0.126897,0.332804,9.909904
0.129291,0.320833,9.936240
0.131685,0.325621,9.926663
0.138868,0.325621,9.931452
0.126897,0.318439,9.929058
0.136474,0.325621,9.912297
0.129291,0.325621,9.919480
0.141262,0.337593,9.919480
0.138868,0.328016,9.912297
0.141262,0.328016,9.905115
0.150839,0.339987,9.902720
0.138868,0.328016,9.907509
0.119714,0.328016,9.912297
0.124502,0.332804,9.924269
0.136474,0.337593,9.929058
0.138868,0.323227,9.907509
0.129291,0.323227,9.948212
0.126897,0.337593,9.900327
0.122108,0.328016,9.933846
0.124502,0.325621,9.905115
0.134079,0.306467,9.917087
0.122108,0.328016,9.921875
0.117319,0.320833,9.907509
0.138868,0.316044,9.914692
0.129291,0.330410,9.919480
0.114925,0.328016,9.926663
0.134079,0.318439,9.917087
0.126897,0.313650,9.933846
0.134079,0.330410,9.931452
0.131685,0.339987,9.897932
0.112531,0.332804,9.912297
0.134079,0.330410,9.905115
0.124502,0.328016,9.926663
0.146051,0.318439,9.895537
0.124502,0.325621,9.897932
0.119714,0.318439,9.902720
0.126897,0.316044,9.917087
0.124502,0.323227,9.912297
0.126897,0.311256,9.931452
0.138868,0.313650,9.931452
0.102954,0.246610,9.931452
-0.447729,-1.843592,9.998491
0.299284,-1.489239,9.945818
0.158022,-5.427821,10.024829
-0.081405,-3.232271,9.900327
0.007183,-2.423006,9.902720
0.067040,0.189148,9.840469
-0.047885,1.601770,9.981731
0.158022,2.521171,10.012857
0.395055,2.940170,9.529214
0.438152,4.209135,9.885961
0.186753,4.048719,9.917087
0.086194,3.948159,9.914692
0.148445,0.311256,9.854836
0.131685,0.244216,9.981731
0.126897,0.241822,9.871595
0.124502,0.237033,9.974549
0.131685,0.251399,9.859624
0.146051,0.263370,9.948212
0.134079,0.241822,9.897932
0.131685,0.258582,9.938635
0.126897,0.244216,9.912297
0.117319,0.244216,9.909904
0.134079,0.249005,9.902720
0.131685,0.232245,9.914692
0.119714,0.253793,9.907509
0.126897,0.251399,9.931452
0.117319,0.239427,9.929058
0.124502,0.249005,9.931452
0.129291,0.249005,9.909904
0.134079,0.249005,9.912297
0.136474,0.244216,9.945818
0.119714,0.244216,9.917087
0.124502,0.263370,9.936240
0.124502,0.260976,9.926663
0.129291,0.258582,9.909904
0.112531,0.256187,9.919480
0.124502,0.251399,9.897932
0.124502,0.244216,9.933846
0.131685,0.239427,9.921875
0.129291,0.256187,9.929058
0.136474,0.253793,9.919480
0.124502,0.253793,9.907509
0.114925,0.251399,9.926663
0.122108,0.253793,9.929058
0.134079,0.251399,9.912297
0.126897,0.232245,9.931452
0.122108,0.246610,9.926663
0.124502,0.268159,9.909904
0.122108,0.244216,9.900327
0.124502,0.256187,9.914692
0.134079,0.251399,9.907509
0.117319,0.260976,9.917087
0.129291,0.241822,9.900327
0.126897,0.258582,9.924269
0.136474,0.263370,9.926663
0.129291,0.258582,9.907509
0.136474,0.249005,9.912297
0.110137,0.260976,9.907509
0.114925,0.244216,9.900327
0.126897,0.246610,9.905115
0.131685,0.260976,9.929058
0.129291,0.249005,9.929058
0.114925,0.253793,9.929058
0.124502,0.249005,9.912297
0.141262,0.239427,9.936240
0.136474,0.251399,9.931452
0.117319,0.256187,9.926663
0.126897,0.244216,9.914692
0.126897,0.253793,9.917087
0.124502,0.263370,9.907509
0.114925,0.263370,9.902720
0.143656,0.249005,9.897932
0.112531,0.258582,9.926663
0.124502,0.258582,9.912297
0.138868,0.260976,9.921875
0.124502,0.265765,9.926663
0.117319,0.253793,9.931452
0.134079,0.253793,9.893144
0.131685,0.251399,9.929058
0.124502,0.246610,9.900327
0.119714,0.256187,9.929058
0.117319,0.258582,9.917087
0.136474,0.251399,9.919480
0.110137,0.246610,9.933846
0.107742,0.256187,9.921875
0.131685,0.244216,9.897932
0.141262,0.249005,9.912297
6.129344,2.842004,9.732727
0.837996,0.114925,9.828498
3.124529,0.031126,10.003280
3.234665,0.229850,10.055954
2.118933,0.572232,9.919480
1.795706,0.474066,9.842864
-0.442941,0.591386,10.008069
-1.252206,0.493221,9.907509
-1.628107,-0.177176,10.000886
-2.554691,0.232245,9.941029
-3.213117,0.249005,9.964972
-2.856370,0.150839,9.969760
-2.399063,0.181965,9.931452
0.102954,0.256187,9.895537
0.146051,0.270553,9.931452
0.201119,0.268159,9.929058
0.146051,0.253793,9.921875
0.160416,0.253793,9.931452
0.146051,0.265765,9.933846
0.148445,0.263370,9.909904
0.134079,0.256187,9.900327
0.122108,0.260976,9.921875
0.158022,0.270553,9.902720
0.146051,0.251399,9.909904
0.150839,0.256187,9.914692
0.148445,0.260976,9.909904
0.153234,0.256187,9.936240
0.146051,0.268159,9.881172
0.146051,0.251399,9.931452
0.160416,0.246610,9.893144
0.148445,0.246610,9.924269
0.150839,0.251399,9.912297
0.150839,0.256187,9.943423
0.138868,0.253793,9.914692
0.146051,0.260976,9.924269
0.143656,0.253793,9.917087
0.155628,0.249005,9.924269
0.150839,0.241822,9.893144
0.158022,0.268159,9.950606
0.153234,0.260976,9.914692
0.148445,0.253793,9.924269
0.146051,0.272947,9.926663
0.155628,0.246610,9.931452
0.146051,0.251399,9.919480
0.146051,0.263370,9.907509
0.134079,0.263370,9.931452
0.155628,0.249005,9.924269
0.141262,0.270553,9.909904
0.138868,0.246610,9.948212
0.155628,0.253793,9.907509
0.150839,0.251399,9.912297
0.153234,0.249005,9.914692
0.146051,0.249005,9.924269
0.155628,0.260976,9.912297
0.138868,0.246610,9.929058
0.148445,0.272947,9.917087
0.158022,0.251399,9.926663
0.150839,0.246610,9.914692
0.143656,0.251399,9.897932
0.134079,0.260976,9.926663
0.150839,0.256187,9.921875
0.153234,0.260976,9.893144
0.155628,0.256187,9.900327
0.143656,0.268159,9.926663
0.158022,0.265765,9.909904
0.141262,0.253793,9.917087
0.148445,0.249005,9.917087
0.150839,0.249005,9.907509
0.136474,0.251399,9.933846
0.146051,0.277736,9.900327
0.088588,0.280130,9.919480
-1.929785,0.675186,9.838076
-2.264984,-0.615329,9.924269
-5.533169,-1.757398,9.960183
-4.343215,-0.938556,9.902720
-3.560287,-0.241822,9.854836
-1.525153,1.345582,9.873989
-0.253793,1.355160,10.024829
1.944151,0.869122,10.029617
3.098191,1.249811,9.921875
3.586624,0.940950,9.876384
3.842811,0.735042,9.917087
3.696760,0.332804,9.888355
2.918621,0.234639,9.897932
2.183579,-0.172388,9.890749
0.148445,0.246610,9.938635
0.114925,0.256187,9.897932
0.067040,0.232245,9.955395
0.105348,0.232245,9.864412
0.122108,0.237033,9.931452
0.134079,0.256187,9.917087
0.136474,0.249005,9.933846
0.119714,0.256187,9.912297
0.105348,0.239427,9.929058
0.117319,0.251399,9.905115
0.102954,0.244216,9.917087
0.112531,0.249005,9.924269
0.134079,0.260976,9.895537
0.131685,0.239427,9.921875
0.126897,0.237033,9.888355
0.117319,0.253793,9.933846
0.110137,0.241822,9.914692
0.126897,0.251399,9.905115
0.114925,0.241822,9.943423
0.124502,0.251399,9.929058
0.124502,0.229850,9.929058
0.117319,0.234639,9.912297
0.122108,0.241822,9.912297
0.134079,0.244216,9.907509
0.110137,0.241822,9.941029
0.122108,0.227456,9.900327
0.107742,0.263370,9.931452
0.126897,0.246610,9.912297
0.110137,0.251399,9.941029
0.117319,0.241822,9.902720
0.126897,0.244216,9.902720
0.117319,0.249005,9.912297
0.134079,0.251399,9.933846
0.110137,0.265765,9.926663
0.126897,0.232245,9.912297
0.114925,0.241822,9.921875
0.114925,0.253793,9.924269
0.136474,0.249005,9.917087
0.107742,0.249005,9.912297
0.205908,0.227456,9.890749
0.007183,0.251399,9.988914
0.122108,0.244216,9.960183
0.134079,0.256187,9.907509
0.100560,0.265765,9.912297
0.110137,0.241822,9.902720
0.122108,0.258582,9.936240
0.131685,0.256187,9.917087
0.119714,0.244216,9.912297
0.129291,0.246610,9.912297
0.124502,0.225062,9.933846
0.117319,0.244216,9.909904
0.117319,0.241822,9.926663
0.117319,0.251399,9.919480
0.129291,0.249005,9.926663
0.138868,0.239427,9.917087
0.126897,0.249005,9.912297
0.114925,0.256187,9.917087
0.119714,0.249005,9.933846
0.124502,0.239427,9.919480
0.126897,0.246610,9.914692
0.122108,0.249005,9.929058
0.112531,0.253793,9.900327
0.141262,0.253793,9.938635
0.117319,0.249005,9.900327
0.122108,0.251399,9.945818
0.107742,0.260976,9.912297
0.112531,0.265765,9.945818
0.117319,0.256187,9.929058
0.124502,0.253793,9.919480
0.126897,0.260976,9.924269
0.126897,0.251399,9.912297
0.122108,0.251399,9.931452
0.136474,0.260976,9.919480
0.126897,0.258582,9.921875
0.112531,0.256187,9.919480
0.134079,0.258582,9.902720
0.124502,0.237033,9.936240
0.129291,0.229850,9.929058
0.107742,0.246610,9.907509
0.124502,0.239427,9.895537
0.131685,0.251399,9.900327
0.119714,0.244216,9.948212
0.117319,0.241822,9.919480
0.134079,0.256187,9.907509
0.112531,0.253793,9.943423
0.124502,0.253793,9.897932
0.129291,0.244216,9.931452
0.131685,0.258582,9.917087
0.117319,0.229850,9.924269
0.122108,0.265765,9.902720
0.124502,0.249005,9.905115
0.122108,0.246610,9.905115
0.114925,0.239427,9.919480
0.119714,0.256187,9.914692
0.119714,0.253793,9.938635
0.114925,0.249005,9.919480
0.114925,0.246610,9.917087
0.105348,0.251399,9.926663
0.114925,0.244216,9.917087
0.131685,0.239427,9.936240
0.117319,0.246610,9.926663
0.136474,0.239427,9.895537
0.124502,0.239427,9.909904
0.131685,0.251399,9.941029
0.122108,0.258582,9.905115
0.134079,0.256187,9.933846
0.119714,0.239427,9.933846
0.110137,0.253793,9.921875
0.124502,0.260976,9.929058
0.129291,0.258582,9.919480
0.119714,0.258582,9.926663
0.129291,0.239427,9.921875
0.126897,0.265765,9.931452
0.122108,0.260976,9.929058
0.110137,0.253793,9.917087
0.124502,0.253793,9.912297
0.114925,0.251399,9.905115
0.131685,0.253793,9.941029
0.110137,0.258582,9.936240